New_name
Narsee Monjee Institute of Management and Higher Studies
National Dairy Research Institute
National Institute of Design
National Institute of Fashion Technology
National Institute of Food Technology Entrepreneurship and Management
National Institute of Mental Health and Neuro Sciences
National Institute of Pharmaceutical Education and Research
National Institute of Technology
National Law Institute University
National Law School of India University
National Law University
National Law University and Judicial Academy
National University of Educational Planning and Administration
National University of Study and Research in Law
Nava Nalanda Mahavihara
Navrachana University
Navsari Agricultural University
Nehru Gram Bharati Vishwavidyalaya
NIILM University
Nilamber-Pitamber University
NIMS University
Nirma University of Science and Technology
Nitte University
NITTE Unversity
Nizam's Institute of Medical Sciences
Noida International University
North Eastern Hill University
North Eastern Regional Institute of Science and Technology
North Maharashtra University
North Orissa University
O.P. Jindal Global University
Oriental University
Orissa University of Agriculture and Technology
Osmania University
Pacific Medical University
Pacific University
Padmashree Dr. D.Y. Patil Vidyapith
Palamuru University
Pandit Deendayal Petroleum University
Pandit Deendayal Upadhyaya Shekhawati University
Pandit Ravishankar Shukla University
Panjab University
Parul University
Patna University
"PDPM Indian Institute of Information Technology, Design and Manufacturing"
PEC University of Technology
People's University
Periyar Maniammai University
Periyar University
PES University
Pondicherry University
Ponnaiyan Ramajayam Institute of Science and Technology
Poornima University
Post Graduate Institute of Medical Education and Research
Potti Sreeramulu Telugu University
Pratap University
Pravara Institute of Medical Sciences
Presidency University
Professor Jayashankar Telangana State Agricultural University
Pt. Bhagwat Dayal Sharma University of Health Sciences
Punjab Agricultural University
Punjab Technical University
Punjabi University
Rabindra Bharati University
Raffles University
Rai University
Raj Rishi Bharthari Matsya University
Raja Mansingh Tomar Music and Arts University
Rajasthan Technical University Kota
Rajasthan University of Health Sciences
Rajasthan University of Veterinary and Animal Sciences
Rajendra Agricultural University
Rajiv Gandhi Institute of Petroleum Technology
Rajiv Gandhi National Instiute of Youth Development
Rajiv Gandhi National University of Law
Rajiv Gandhi Proudyogiki Vishwavidyalaya
Rajiv Gandhi University
Rajiv Gandhi University of Health Sciences
Rajiv Gandhi University of Knowledge Technologies
Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya
Raksha Shakti University
Rama University
Ramakrishna Mission Vivekananda University
Ranchi University
"Rani Channamma University, Belagavi"
Rani Durgavati Vishwavidyalaya
Rashtrasant Tukadoji Maharaj Nagpur University
Rashtriya Sanskrit Sansthan
Rashtriya Sanskrit Vidyapeetha
Ravenshaw University
Rayalaseema University
Rayat-Bahra University
REVA University
RK University
RKDF University
Sai Nath University
"Sam Higginbottom Institute of Agriculture, Technology and Sciences"
Sambalpur University
Sampurnanand Sanskrit Vishvavidyalaya
Sangam University
Sanjay Gandhi Post Graduate Institute of Medical Sciences
Sant Gadge Baba Amravati University
Sant Longowal Institute of Engineering and Technology
Santosh University
Sardar Patel University
"Sardar Patel University of Police, Security and Criminal Justice"
Sardar Vallabhbhai National Institute of Technology
Sardar Vallabhbhai Patel University of Agriculture and Technology
Sardarkrushinagar Dantiwada Agricultural University
Sarguja University
Sarvepalli Radhakrishnan University
SASTRA University
Satavahana University
Sathyabama University
Saurashtra University
Saveetha University
Savitribai Phule Pune University
School of Planning and Architecture
Seacom Skills University
Sharda University
Sher-e-Kashmir University of Agricultural Sciences and Technology
Sher-i-Kashmir Institute of Medical Sciences
Shiv Nadar University
Shivaji University
Shobhit University
Shoolini University of Biotechnology and Management Sciences
Shree Guru Gobind Singh Tricentenary University
Shree Somnath Sanskrit University
Shri Govind Guru University
Shri Guru Ram Rai Education Mission+
Shri Jagannath Sanskrit Vishvavidyalaya
Shri Jagdishprasad Jhabrmal Tibrewala University
Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha
Shri Mata Vaishno Devi University
Shri Ramswaroop Memorial University
Shri Venkateshwara University
Shridhar University
Sidho Kanho Birsha University
Sido Kanhu Murmu University
Sikkim Manipal University
Sikkim University
Siksha O Anusandhan University
Singhania University
Sir Padampat Singhania University
South Asian University
Sree Chitra Thirunal Institute of Medical Sciences and Technology
Sree Sankaracharya University of Sanskrit
Sri Balaji Vidyapeeth
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya
Sri Dev Suman Uttarakhand University
Sri Devaraj Urs Academy of Higher Education and Research
Sri Guru Granth Sahib World University
Sri Krishnadevaraya University
Sri Padmavati Mahila Visvavidyalayam
Sri Ramachandra University
Sri Sai University
Sri Sathya Sai Institute of Higher Learning
Sri Satya Sai University of Technology and Medical Sciences
Sri Siddhartha Academy of Higher Education
Sri Sri University
Sri Venkateswara Institute of Medical Sciences
Sri Venkateswara University
Sri Venkateswara Vedic University
Sri Venkateswara Veterinary University
Srimanta Sankaradeva University of Health Sciences
SRM University
St. Peter's University
State University of Performing and Visual Arts
Suamandeep Vidyapeeth
Sunrise University
Suresh Gyan Vihar University
Swami Keshwanand Rajasthan Agricultural University
Swami Rama Himalayan University
Swami Ramanand Teerth Marathwada University
Swami Vivekanand Subharti University
Swami Vivekanand University
Swami Vivekananda Yoga Anusandhana Samsthana
Swarnim Gujarat Sports University
Symbiosis International University
Tamil Nadu Agricultural University
Tamil Nadu Dr Ambedkar Law University
Tamil Nadu Dr. M.G.R.Medical University
Tamil Nadu Fisheries University
Tamil Nadu National Law School
Tamil Nadu Physical Education and Sports University
Tamil Nadu Teacher Education University
Tamil Nadu Veterinary and Animal Sciences University
Tamil University
Tantia University
Tata Institute of Fundamental Research
Tata Institute of Social Sciences
Teerthanker Mahaveer University
Telangana University
TERI University
Tezpur University
Thapar Institute of Engineering and Technology
The English and Foreign Languages University
The IIS University
The Indian Law Institute
The LNM Institute of Information Technology
The Maharaja Sayajirao University of Baroda
The National University of Advanced Legal Studies
The Northcap University
The West Bengal National University of Juridical Sciences
Thiruvalluvar University
Thunchath Ezhuthachan Malayalam University
Tilak Maharashtra Vidyapeeth
Tilka Manjhi Bhagalpur University
Trans-disciplinary University
Tripura University
Tumkur University
U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan
Uka Tarsadia University
University of Agricultural and Horticultural Sciences
University of Agricultural Sciences
University of Allahabad
University of Burdwan
University of Calcutta
University of Calicut
University of Delhi
University of Gour Banga
"University of Horticultural Sciences, Bagalkot"
University of Hyderabad
University of Jammu
University of Kalyani
University of Kashmir
University of Kerala
University of Kota
University of Lucknow
University of Madras
University of Mumbai
University of Mysore
University of North Bengal
University of Patanjali
University of Petroleum and Energy Studies
University of Rajasthan
University of Science and Technology
University of Solapur
University of Technology and Management
Utkal University
Utkal University of Culture
Uttar Banga Krishi Viswavidyalaya
Uttarakhand Ayurved University
Uttarakhand Technical University
Uttarakhand University of Horticulture and Forestry
Uttaranchal Sanskrit University
Uttaranchal University
Vasantrao Naik Marathwada Agricultural University
Veer Bahadur Singh Purvanchal University
Veer Kunwar Singh University
Veer Narmad South Gujarat University
Veer Surendra Sai University of Technology
Vel Tech Dr.RR and Dr.SR Technical University
Vels University
Vidyasagar University
Vignan's University
Vijayanagara Sri Krishnadevaraya University
Vikram University
Vikrama Simhapuri University
Vinayaka Missions Sikkim University
Vinayaka Missions University
Vinoba Bhave University
Visva-Bharati University
Visvesvaraya National Institute of Technology
Visvesvaraya Technological University
VIT University
Vivekananda Global University
West Bengal State University
West Bengal University of Animal and Fishery Sciences
West Bengal University of Health Sciences
"West Bengal University of Teachers' Training, Education Planning and Administration"
William Carey University
Xavier University
Yenepoya University
YMCA University of Science and Technology
Yogi Vemana University
